Title,Date,Title_Cleaned_For_API,tmdb_id,tmdb_title,tmdb_original_title,tmdb_overview,tmdb_genres,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,tmdb_media_type,tmdb_release_date,tmdb_runtime_minutes
La casa de papel: Parte 5: La teoría de la elegancia,2025-05-05,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: Ciencia ilusionada,2025-05-05,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: Válvulas de escape,2025-05-05,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: Vivir muchas vidas,2025-05-05,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: Tu sitio en el cielo,2025-05-05,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: El espectáculo de la vida,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: ¿Crees en la reencarnación?,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 5: El final del camino,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: Plan París,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: Lección de anatomía,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: Tumbar la carpa,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: KO técnico,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: 5 minutos antes,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: Suspiros de España,2025-05-04,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: La boda de Berlín,2025-05-03,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 4: Game Over,2025-05-03,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: La deriva,2025-05-03,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: Pequeñas vacaciones,2025-05-03,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: Todo pareció insignificante,2025-05-03,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
"La casa de papel: Parte 3: Bum, bum, ciao",2025-05-02,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: La hora del delfín,2025-05-02,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: 48 metros bajo el suelo,2025-05-02,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: Aikido,2025-05-02,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 3: Hemos vuelto,2025-05-02,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
Raw: 2025: 28 de abril de 2025,2025-05-01,Raw,4656.0,Raw,Raw,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",Reality,181.0492,6.8,329.0,tv,1993-01-11,130.0
La casa de papel: Parte 2: Episodio 9,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 8,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 7,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 6,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 5,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 4,2025-04-29,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 3,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 2,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 2: Episodio 1,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 8,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 13,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 12,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 11,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 10,2025-04-28,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 9,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 7,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 6,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 5,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 4,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 3,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 2,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
La casa de papel: Parte 1: Episodio 1,2025-04-27,La casa de papel,71446.0,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.","Crime, Drama",38.2391,8.237,18882.0,tv,2017-05-02,0.0
WWE SmackDown: 2025: 25 de abril de 2025,2025-04-26,WWE SmackDown,1549.0,WWE SmackDown,WWE SmackDown,"The superstars of World Wrestling Entertainment's ""SmackDown"" brand collide each and every Friday on WWE Friday Night SmackDown.",Reality,34.4693,7.436,171.0,tv,1999-04-29,130.0
Raw: 2025: 21 de abril de 2025,2025-04-23,Raw,4656.0,Raw,Raw,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",Reality,181.0492,6.8,329.0,tv,1993-01-11,130.0
WWE WrestleMania: 2025: WrestleMania 41: Domingo,2025-04-21,WWE WrestleMania,1285199.0,WWE WrestleMania 41: Sunday,WWE WrestleMania 41: Sunday,John Cena vies for his record 17th World Title when he challenges Cody Rhodes for the Undisputed WWE Championship at Allegiant Stadium in Las Vegas.,,2.8304,6.442,26.0,movie,2025-04-20,204.0
WWE WrestleMania: 2025: WrestleMania 41: Sábado,2025-04-20,WWE WrestleMania,1285199.0,WWE WrestleMania 41: Sunday,WWE WrestleMania 41: Sunday,John Cena vies for his record 17th World Title when he challenges Cody Rhodes for the Undisputed WWE Championship at Allegiant Stadium in Las Vegas.,,2.8304,6.442,26.0,movie,2025-04-20,204.0
La familia Mitchell vs. las máquinas,2025-04-12,La familia Mitchell vs. las máquinas,501929.0,The Mitchells vs. the Machines,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","Animation, Adventure, Comedy",8.6156,7.887,3041.0,movie,2021-04-22,110.0
Bloom Into You: La distancia entre el cariño y los besos / Ninguno de los personajes,2025-04-12,Bloom Into You,82861.0,Bloom Into You,やがて君になる,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and hearts, and yet when a junior high classmate confesses his feelings to her…she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That’s when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she’s inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself, has her shoujo romance finally begun?","Animation, Drama",5.4302,7.7,70.0,tv,2018-10-05,23.0
Bloom Into You: Aún en el aire / La persona que gusta de mí,2025-04-12,Bloom Into You,82861.0,Bloom Into You,やがて君になる,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and hearts, and yet when a junior high classmate confesses his feelings to her…she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That’s when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she’s inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself, has her shoujo romance finally begun?","Animation, Drama",5.4302,7.7,70.0,tv,2018-10-05,23.0
Bloom Into You: Solicitud para el primer amor,2025-04-12,Bloom Into You,82861.0,Bloom Into You,やがて君になる,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and hearts, and yet when a junior high classmate confesses his feelings to her…she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That’s when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she’s inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself, has her shoujo romance finally begun?","Animation, Drama",5.4302,7.7,70.0,tv,2018-10-05,23.0
Bloom Into You: No puedo llegar a la estrella,2025-04-10,Bloom Into You,82861.0,Bloom Into You,やがて君になる,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and hearts, and yet when a junior high classmate confesses his feelings to her…she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That’s when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she’s inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself, has her shoujo romance finally begun?","Animation, Drama",5.4302,7.7,70.0,tv,2018-10-05,23.0
A la caza de espíritus malignos: Temporada 2: El contragolpe: Episodio 7,2025-04-08,A la caza de espíritus malignos,113268.0,The Uncanny Counter,경이로운 소문,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.","Drama, Mystery, Action & Adventure",23.8355,8.31,361.0,tv,2020-11-28,64.0
A la caza de espíritus malignos: Temporada 2: El contragolpe: Episodio 6,2025-04-08,A la caza de espíritus malignos,113268.0,The Uncanny Counter,경이로운 소문,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.","Drama, Mystery, Action & Adventure",23.8355,8.31,361.0,tv,2020-11-28,64.0
A la caza de espíritus malignos: Temporada 2: El contragolpe: Episodio 2,2025-04-08,A la caza de espíritus malignos,113268.0,The Uncanny Counter,경이로운 소문,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.","Drama, Mystery, Action & Adventure",23.8355,8.31,361.0,tv,2020-11-28,64.0
